,joy,hate,love,sorrow,anxiety,surprise,anger,expect
结论  ,0,0,1,0,0,0,0,1
怪味  ,0,1,0,0,0,0,0,0
醇香  ,0,0,1,0,0,0,0,0
踏歌  ,1,0,0,0,0,0,0,0
樱唇  ,0,0,1,0,0,0,0,0
品饮  ,1,0,1,0,0,0,0,0
沉浸于  ,1,0,1,0,0,0,0,0
醇和  ,0,0,1,0,0,0,0,0
狠劲  ,0,1,0,0,0,0,0,0
自恃  ,0,1,0,0,1,0,0,0
余勇可贾  ,1,0,1,0,0,0,0,0
不外  ,0,0,0,0,0,0,0,1
逢场作戏  ,0,1,0,0,0,0,0,0
留存  ,1,0,1,0,0,0,0,0
娇态  ,0,0,1,0,0,0,0,0
雍容  ,0,0,1,0,0,0,0,0
一品  ,0,0,1,0,0,0,0,0
睥睨  ,0,1,0,0,0,0,1,0
仰视  ,0,0,1,0,0,0,0,0
粗鄙  ,0,1,0,0,0,0,0,0
历久弥新  ,0,0,1,0,0,0,0,0
浓烈  ,0,0,1,0,0,0,0,0
养颜  ,0,0,1,0,0,0,0,0
治病  ,1,0,1,0,0,0,0,0
归属于  ,0,0,0,0,0,0,0,1
贪杯  ,0,1,0,0,0,0,0,0
须得  ,0,0,0,0,0,0,0,1
真味  ,0,0,1,0,0,0,0,1
找别扭  ,0,0,0,0,1,0,0,0
吃光  ,0,0,0,1,0,0,0,0
凑热闹  ,1,0,1,0,0,0,0,0
眼中钉  ,0,1,0,0,0,0,0,0
汗颜  ,0,1,1,1,1,0,0,0
独占  ,0,1,0,0,0,0,1,0
哭诉  ,0,0,0,1,0,0,0,0
响应  ,1,0,1,0,0,0,0,0
情急  ,0,0,0,0,1,0,0,0
杀手锏  ,0,0,1,0,0,0,0,0
诱饵  ,0,1,1,0,1,0,0,0
不见  ,0,0,1,0,1,0,0,0
贪吃鬼  ,0,0,1,0,0,0,0,0
购置  ,0,0,1,0,0,0,0,0
齐全  ,0,0,1,0,0,0,0,0
行头  ,0,0,1,0,0,0,0,0
松开  ,0,0,0,0,1,0,0,0
煽动  ,0,1,0,0,0,0,0,1
每次  ,0,0,1,0,0,0,0,0
抓紧  ,0,0,0,0,1,0,0,1
拍照  ,0,0,1,0,0,0,0,0
补过  ,0,0,1,1,0,0,0,1
练习  ,0,0,1,0,0,0,0,0
从来  ,0,0,0,0,0,0,0,1
希罕  ,0,0,1,0,0,0,0,0
又贵  ,0,1,0,0,0,0,0,0
一大  ,1,0,1,0,0,0,0,0
保险  ,1,0,1,0,0,0,0,0
飞快  ,0,0,0,0,1,0,0,1
将近  ,0,0,0,0,1,0,0,0
首位  ,1,0,1,0,0,0,0,0
挨个  ,0,0,1,0,0,0,0,0
转移  ,1,0,0,0,1,0,0,1
对准  ,0,0,1,0,0,1,0,0
好意思  ,1,0,0,0,0,0,0,1
油绿  ,0,0,1,0,0,0,0,0
遍布  ,0,0,1,0,0,0,0,0
舒张  ,0,0,1,0,0,0,0,0
孕育  ,1,0,1,0,0,0,0,1
无限  ,0,0,1,0,0,0,0,0
仿佛  ,0,0,1,0,1,0,0,0
吞咽  ,0,0,1,0,0,0,0,0
伸展  ,0,0,1,0,0,0,0,0
姿态  ,0,1,1,0,0,0,0,0
细想  ,0,0,1,0,0,0,0,1
癫狂  ,0,1,0,0,0,0,0,0
扎在  ,0,0,1,0,0,0,0,0
兀自  ,0,0,1,0,0,0,0,0
为着  ,0,0,0,0,0,0,0,1
涅磐  ,0,0,1,0,0,0,0,0
只需  ,0,0,0,0,0,0,0,1
由不得  ,0,0,0,0,1,0,0,0
本该  ,0,0,0,0,1,0,0,1
生命力  ,0,0,1,0,0,0,0,0
停顿  ,0,0,0,1,0,0,0,0
生息  ,0,0,1,0,0,0,0,0
何以  ,0,0,0,1,1,0,0,0
截然  ,0,0,0,1,0,0,0,0
灵性  ,0,0,1,0,0,0,0,0
相邻  ,0,0,1,0,0,0,0,0
翠绿  ,1,0,1,0,0,0,0,0
油亮  ,0,0,1,0,0,0,0,0
唏唆  ,0,0,1,0,0,0,0,0
鸣唱  ,1,0,1,0,0,0,0,0
欢欣  ,1,0,0,0,0,0,0,0
压低  ,0,0,0,0,1,0,0,0
擦肩  ,0,0,1,1,0,0,0,0
落花流水  ,0,0,0,1,0,0,0,0
只待  ,0,0,0,0,0,0,0,1
触及  ,0,0,1,0,0,0,0,0
感念  ,1,0,1,0,0,0,0,0
烟花  ,0,0,1,0,0,0,0,0
庆生  ,1,0,0,0,0,0,0,0
清淡  ,0,0,1,0,0,0,0,0
浓厚  ,0,0,1,0,0,0,0,0
镌刻  ,0,0,1,0,0,0,0,0
皱折  ,0,0,0,0,1,0,0,0
幻觉  ,0,0,1,1,1,0,0,0
接纳  ,1,0,1,0,0,0,0,0
交集  ,1,0,1,0,0,0,0,0
烟雨  ,0,0,1,0,0,0,0,0
思量  ,0,0,1,0,0,0,0,0
推却  ,0,1,0,0,0,0,0,0
讶异  ,0,0,0,0,0,1,0,0
述说  ,0,0,1,0,0,0,0,0
笑颜  ,1,0,1,0,0,0,0,0
疏离  ,0,0,0,0,1,0,0,0
久久  ,0,0,1,0,0,0,0,0
只记得  ,0,0,0,1,0,0,0,0
可曾  ,0,0,0,0,0,0,0,1
纳入  ,1,0,0,0,0,0,0,0
顿时  ,1,0,0,0,0,0,0,0
开颜  ,1,0,0,0,0,0,0,0
滴落  ,1,0,0,0,0,0,0,0
音符  ,0,0,1,0,0,0,0,0
满目  ,0,0,1,0,0,0,0,0
萧索  ,0,1,0,1,1,0,0,0
抽出  ,1,0,0,0,0,0,0,0
疯长  ,0,0,1,0,1,0,0,0
成片  ,0,0,1,0,0,0,0,0
盛放  ,0,0,1,0,0,0,0,0
声势浩大  ,0,0,1,0,0,0,0,0
铺陈  ,0,0,1,0,0,0,0,0
于无声处  ,0,0,1,0,0,0,0,0
昭示  ,0,0,1,1,0,0,0,0
旺盛  ,1,0,1,0,0,0,0,0
春日  ,0,0,1,0,0,0,0,0
每年  ,1,0,0,0,0,0,0,0
专程  ,1,0,1,0,0,0,0,0
平淡无奇  ,0,0,1,0,0,0,0,0
细微  ,0,0,1,0,0,0,0,0
刺鼻  ,0,1,0,0,1,0,0,0
红斑  ,0,1,0,0,0,0,0,0
痒痒  ,0,1,1,0,0,0,0,1
蜕皮  ,0,1,0,0,0,0,0,0
过敏  ,0,1,0,0,0,0,0,0
无比  ,1,0,0,0,0,0,0,0
洪流  ,0,1,0,0,0,0,0,0
急不可耐  ,0,0,0,0,1,0,0,0
碧绿  ,1,0,1,0,0,0,0,0
撕下  ,0,1,0,0,0,0,0,0
多年  ,0,0,0,1,0,0,0,0
根植  ,0,0,1,0,0,0,0,0
未遂  ,0,0,0,1,0,0,0,0
打颤  ,0,0,0,0,1,0,0,0
我晕  ,0,0,0,0,1,0,1,0
摔跟头  ,0,0,0,1,0,0,0,0
哼唧  ,0,0,0,0,1,0,0,0
肚子痛  ,0,0,0,0,1,0,0,0
撞倒  ,0,1,0,1,0,0,0,0
洗掉  ,0,1,0,0,0,0,0,0
吧嗒  ,0,0,1,0,0,0,0,0
幻听  ,0,0,0,0,1,0,0,0
投诉  ,0,0,0,1,0,0,1,0
肚子疼  ,0,0,0,1,1,0,0,0
肉肉  ,0,0,1,0,0,0,0,0
力劝  ,0,0,0,0,0,0,0,1
狼狈  ,0,1,0,1,1,0,0,0
触感  ,0,0,1,0,0,0,0,0
一季  ,0,0,0,0,1,0,0,0
丢失  ,0,0,0,1,1,0,0,0
孤身一人  ,0,0,0,1,1,0,0,0
相隔  ,0,0,0,1,0,0,0,0
份量  ,0,0,1,0,0,0,0,0
眷念  ,0,0,1,0,0,0,0,0
我只  ,0,1,0,1,1,0,0,1
有机会  ,1,0,1,0,0,0,0,0
由不得你  ,0,0,0,0,1,0,0,0
怕不怕  ,0,0,0,0,1,0,0,0
痴迷  ,0,0,1,1,1,0,0,1
无路  ,0,0,0,1,1,0,0,0
动心  ,0,0,1,0,0,0,0,0
拒收  ,0,1,0,0,0,0,1,0
听凭  ,0,1,0,1,0,0,1,0
假药  ,0,1,0,0,0,0,1,0
伪劣  ,0,1,0,0,0,0,1,0
频繁  ,0,1,0,1,0,0,0,0
凶杀案  ,0,1,0,1,0,0,0,0
冷漠感  ,0,1,0,1,0,0,1,0
稀有  ,1,0,1,0,0,0,0,0
同情心  ,1,0,1,0,0,0,0,1
法西斯  ,0,1,0,0,0,0,1,0
恐怖主义者  ,0,1,0,0,0,0,0,0
最初  ,0,0,0,0,0,0,0,1
惟一  ,0,0,1,0,0,0,0,0
觉醒  ,1,0,1,0,0,0,0,1
廉耻  ,0,0,1,0,0,0,0,1
依仗  ,0,1,0,0,0,0,1,0
凌辱  ,0,1,0,0,1,0,1,0
欺凌  ,0,1,0,0,0,0,1,0
可恨  ,0,1,0,1,0,0,1,0
贱民  ,0,1,0,0,0,0,0,0
落马  ,0,0,0,1,1,0,0,0
少些  ,0,0,0,1,1,0,0,0
少不了  ,1,0,1,0,1,0,0,1
生命线  ,0,0,1,0,0,0,0,1
淘宝  ,0,0,1,0,0,0,0,1
养家糊口  ,1,0,0,1,1,0,0,0
贴补  ,0,0,1,0,0,0,0,0
收支平衡  ,0,0,1,0,0,0,0,0
动用  ,0,1,0,0,1,0,0,0
互为因果  ,0,0,1,0,0,0,0,1
一般  ,0,1,0,1,0,0,1,0
大家  ,0,0,1,0,0,0,0,0
可见一斑  ,0,1,0,1,1,0,0,0
模糊性  ,0,0,0,0,1,0,0,0
总结  ,0,0,1,0,0,0,0,1
补充  ,1,0,1,0,0,0,0,0
充斥  ,1,1,0,1,1,0,0,0
无懈可击  ,1,0,0,0,0,0,0,0
来袭  ,0,1,0,0,0,0,0,0
逾越  ,1,0,0,0,0,0,0,0
晓得  ,1,0,1,0,0,0,0,0
想从  ,0,0,0,0,0,0,0,1
水中月  ,0,0,0,1,1,0,0,0
镜中花  ,0,0,0,1,1,0,0,0
以小吉故  ,0,0,0,0,1,0,0,0
一语成谶  ,0,0,0,1,0,0,0,0
亭亭玉立  ,0,0,1,0,0,0,0,0
贺岁  ,1,0,0,0,0,0,0,0
备不住  ,0,0,0,0,1,0,0,0
坷碜点也成  ,0,0,0,0,0,0,0,1
银光  ,0,0,1,0,0,0,0,0
内秀  ,0,0,1,0,0,0,0,0
乍然  ,0,0,0,0,0,1,0,0
打眼  ,0,0,0,0,0,1,0,0
冷暖自知  ,1,0,0,0,0,0,0,0
忆旧  ,0,0,1,1,0,0,0,0
渐入佳境  ,1,0,0,0,0,0,0,0
沉湎  ,0,0,1,0,0,0,0,0
香泽  ,0,0,1,0,0,0,0,0
内蕴  ,0,0,1,0,0,0,0,0
浮沉  ,0,0,0,0,1,0,0,0
稀薄  ,0,0,1,0,0,1,0,0
驻足  ,0,0,1,0,0,0,0,0
古典  ,0,0,1,0,0,0,0,0
坚忍  ,0,0,1,0,0,0,0,0
归属  ,0,0,1,0,0,0,0,1
精魂  ,0,0,1,0,0,0,0,0
压箱底  ,0,0,1,0,0,0,0,0
敦厚  ,0,0,1,0,0,0,0,0
反应  ,0,0,0,0,1,0,0,0
哀求  ,0,0,0,1,1,0,0,1
光顾  ,1,0,1,0,0,0,0,0
没变  ,1,0,0,0,0,0,0,0
坚贞  ,0,0,1,0,0,0,0,0
思凉  ,0,0,0,1,0,0,0,0
睡眼惺松  ,0,0,0,0,1,0,0,0
渗入  ,0,0,0,0,1,0,0,0
求学  ,0,0,1,0,0,0,0,1
求得  ,0,0,0,0,0,0,0,1
无形  ,0,0,0,1,1,0,0,0
落败  ,0,0,0,1,0,0,0,0
旺季  ,1,0,1,0,0,0,0,0
摇摇  ,0,0,0,0,1,0,0,0
谢绝  ,0,1,0,1,1,0,1,0
婚戒  ,0,0,1,0,0,0,0,0
希翼  ,0,0,0,0,0,0,0,1
活生生  ,0,0,1,1,1,1,0,0
空无一物  ,0,0,0,1,0,0,0,0
刺痛感  ,0,0,0,1,1,0,0,0
自白  ,0,0,1,0,0,0,0,0
落伍  ,0,1,0,1,1,0,0,0
确切  ,1,0,1,0,0,0,0,0
狂傲  ,0,1,0,0,0,0,0,0
硬生生  ,0,1,0,0,1,0,0,0
打骂  ,0,0,0,1,1,0,1,0
乱世  ,0,0,0,0,1,0,0,0
粉身碎骨  ,0,0,0,1,1,0,0,0
不得而知  ,0,0,0,0,1,0,0,0
伤了  ,0,0,0,0,1,0,0,0
偿还  ,0,0,1,0,1,0,0,1
恩怨  ,0,1,0,0,1,0,0,0
圣物  ,0,0,1,0,0,0,0,0
年华  ,0,0,1,0,1,0,0,0
慈悲  ,0,0,1,0,0,0,0,0
没心没肺  ,0,0,0,0,1,0,0,0
想了  ,0,0,0,0,0,0,0,1
冷笑  ,0,1,0,0,0,0,1,0
吧￣￣￣  ,0,0,0,0,0,0,0,1
谈吐  ,0,0,1,0,0,0,0,0
伪君子  ,0,1,0,0,0,0,1,0
不能自拔  ,0,0,1,1,1,0,0,0
神经质  ,0,0,0,0,1,0,0,0
老实人  ,0,0,1,0,0,0,0,0
磨折  ,0,1,0,0,0,0,0,0
罪过  ,0,1,0,1,1,0,0,0
不配  ,0,1,0,1,0,0,1,0
纤长  ,0,0,1,0,0,0,0,0
陌生感  ,0,0,0,0,1,0,0,0
触手  ,1,0,1,0,0,0,0,0
异曲  ,1,0,0,0,0,0,0,0
千古不变  ,0,0,1,0,0,0,0,0
诅咒  ,0,1,0,0,1,0,1,0
俯拾皆是  ,1,0,0,0,0,0,0,0
一字不差  ,0,1,0,0,0,1,0,0
多如牛毛  ,0,1,0,0,1,0,0,0
剽窃  ,0,1,0,0,0,0,0,0
包养  ,0,1,0,0,0,0,0,0
情妇  ,0,1,0,0,0,0,0,0
审查  ,0,1,0,0,0,0,0,0
不公  ,0,1,0,1,1,0,1,0
嫖娼  ,0,1,0,0,0,0,0,0
杀伤力  ,0,1,0,1,1,0,0,0
温柔乡  ,0,1,0,0,0,0,0,0
放浪形骸  ,0,1,0,0,0,0,0,0
立锥之地  ,0,0,0,1,0,0,0,1
勒死  ,0,1,0,1,0,0,1,0
抓获  ,0,0,0,1,0,0,0,0
感召  ,0,0,1,0,0,0,0,1
道德  ,0,1,1,0,0,0,0,0
良言  ,0,0,1,0,0,0,0,0
讨人喜欢  ,0,0,1,0,0,0,0,0
学成  ,1,0,0,0,0,0,0,0
同出一辙  ,1,1,0,0,0,0,0,0
适用  ,1,0,1,0,0,0,0,0
马到成功  ,1,0,0,0,0,0,0,0
犀利  ,1,0,1,0,0,0,0,0
天不怕地不怕  ,0,0,0,0,0,1,0,0
发扬光大  ,1,0,1,0,0,0,0,1
展露  ,1,0,0,0,0,0,0,0
折服  ,1,0,1,1,0,0,0,1
把握住  ,0,0,0,0,0,0,0,1
要不  ,0,0,0,0,1,0,0,0
聚敛  ,1,0,1,0,0,0,0,0
啼哭  ,0,0,0,1,0,0,0,0
喜怒  ,1,0,1,1,0,0,1,0
一颦一笑  ,0,0,1,0,0,0,0,0
心坎  ,0,0,1,0,0,0,0,0
童心  ,0,0,1,0,0,0,0,0
情操  ,0,0,1,0,0,0,0,0
启蒙  ,1,0,1,0,0,0,0,0
言传  ,1,0,0,0,0,0,0,0
骄娇  ,0,0,0,0,0,0,1,0
小公主  ,0,0,1,0,0,0,0,0
噎着  ,0,0,0,1,1,0,0,0
粒粒皆辛苦  ,0,0,0,0,1,0,0,0
两鬓  ,0,0,0,1,1,0,0,0
透骨  ,0,1,0,0,1,0,0,0
探寻  ,0,0,0,0,0,0,0,1
闺女  ,0,0,1,0,0,0,0,0
入怀  ,0,0,1,0,0,0,0,0
反哺  ,0,0,1,0,0,0,0,0
强忍  ,0,0,0,1,1,0,0,0
去救  ,0,0,1,0,0,0,0,0
催醒  ,0,0,0,1,0,0,0,0
肿肿的  ,0,1,0,0,0,0,0,0
骨瘦如材  ,0,0,0,1,1,0,0,0
笨重  ,0,1,0,1,1,0,0,0
恨铁不成钢  ,0,0,0,1,1,0,0,0
稚气  ,0,0,1,0,0,0,0,0
管用  ,1,0,1,0,0,0,0,0
缓缓  ,1,0,1,0,0,0,0,0
泠泠  ,0,0,1,0,0,0,0,0
诗人  ,0,0,1,0,0,0,0,0
苍劲  ,1,0,1,0,0,0,0,0
气派  ,1,0,1,0,0,0,0,0
筑巢  ,1,0,1,0,0,0,0,0
苦头  ,0,0,0,1,1,0,0,0
清正  ,1,0,1,0,0,0,0,0
演变成  ,0,0,1,0,0,0,0,1
血脉  ,1,0,1,0,0,0,0,0
延伸  ,0,0,1,0,0,0,0,1
光大  ,0,0,1,0,0,0,0,1
安息地  ,1,0,1,0,0,0,0,0
统帅  ,1,0,1,0,0,0,0,0
顶尖  ,0,0,1,0,0,0,0,0
谦卑  ,0,0,1,0,0,0,0,0
随即  ,1,0,1,0,0,0,0,0
受宠若惊  ,1,0,1,0,0,1,0,0
贵重  ,1,0,1,0,0,0,0,0
积重难返  ,0,1,0,1,0,0,0,0
自欺欺  ,0,1,0,1,0,0,1,0
返璞归真  ,1,0,1,0,0,0,0,0
表壳  ,0,1,0,0,0,0,0,0
宝石  ,0,0,1,0,0,0,0,0
真品  ,1,0,1,0,0,0,0,0
养成  ,1,0,1,0,0,0,0,0
轻巧  ,0,0,1,0,0,0,0,0
扑入  ,1,0,1,0,0,0,0,0
要命  ,0,0,0,1,1,0,0,0
消融  ,1,0,1,0,0,0,0,0
包裹  ,0,1,0,0,0,0,0,0
光泽  ,0,0,1,0,0,0,0,0
一触  ,0,1,0,1,0,0,0,0
碎片  ,0,1,0,1,0,0,0,0
独独  ,0,1,0,1,0,0,0,0
酸涩  ,0,1,0,1,1,0,0,0
人心  ,0,1,0,1,0,0,0,0
事件  ,0,1,0,1,1,0,0,0
如是  ,0,1,0,0,1,0,0,0
安危  ,0,0,0,0,1,0,0,0
情爱  ,1,0,1,0,0,0,0,0
攀比  ,1,1,0,0,1,0,1,1
空前  ,0,0,1,0,0,1,0,0
迟早  ,0,0,0,0,1,0,0,0
谋生  ,0,0,1,0,0,0,0,1
洪水猛兽  ,0,1,0,0,1,0,0,0
转瞬  ,0,0,0,1,0,0,0,0
存亡  ,0,0,0,0,1,0,0,0
甜头  ,1,0,1,0,0,0,0,0
吃苦头  ,0,1,0,1,0,0,0,0
博弈  ,0,1,0,0,1,0,0,1
重担  ,0,1,0,1,1,0,0,0
搞臭  ,0,1,0,0,0,0,1,0
如临大敌  ,0,1,0,0,1,0,0,0
空间  ,0,0,1,0,0,0,0,0
注意力  ,0,0,0,0,0,0,0,1
开幕  ,1,0,0,0,0,0,0,0
乡下人  ,0,1,0,0,0,0,0,0
检验  ,0,0,0,0,0,0,0,1
秩序  ,0,0,1,0,0,0,0,0
闪动  ,0,0,1,0,0,0,0,0
微微的  ,0,0,1,0,0,0,0,0
魔咒  ,0,0,0,0,1,0,0,0
湮没  ,0,0,0,1,1,0,0,0
恒久  ,1,0,1,0,0,0,0,0
禁锢  ,0,0,0,1,1,0,0,0
隐痛  ,0,0,0,1,1,0,0,0
肢解  ,0,1,0,1,0,0,1,0
辗转难眠  ,0,1,0,0,1,0,0,0
无端  ,0,0,0,0,1,0,0,0
依稀可见  ,0,0,0,1,0,0,0,0
邈远  ,0,0,0,1,1,0,0,0
迢遥  ,0,0,0,1,1,0,0,0
岑寂  ,0,0,0,1,0,0,0,0
眩惑  ,0,0,0,0,1,0,0,0
骤降  ,0,0,0,0,0,1,0,0
不息  ,0,0,1,0,0,0,0,0
飓风  ,0,1,0,0,0,0,0,0
畏缩  ,0,1,0,0,0,0,1,0
游移  ,0,0,1,0,0,0,0,0
昔日  ,0,0,0,1,0,0,0,0
樊篱  ,0,1,0,1,0,0,0,0
荡然  ,0,0,0,1,1,0,0,0
屏障  ,0,0,0,1,1,0,0,0
争芳  ,1,0,1,0,0,0,0,0
渴盼  ,0,0,0,0,0,0,0,1
曙光  ,1,0,1,0,0,0,0,0
摒弃  ,0,1,1,0,1,0,0,0
蜜意  ,1,0,1,0,0,0,0,0
沟壑  ,0,1,0,1,0,0,0,0
被俘  ,0,0,0,0,1,0,1,0
世态  ,0,1,0,1,0,0,0,0
世态炎凉  ,0,1,0,1,1,0,0,0
人情  ,0,0,1,1,1,0,0,0
大惊小怪  ,0,1,0,0,1,1,0,0
非亲非故  ,0,0,0,1,1,0,0,0
金钱  ,1,1,1,0,0,0,0,0
荣宠  ,1,0,1,0,0,0,0,0
羞辱  ,0,1,0,1,1,0,1,0
精辟  ,1,0,1,0,0,0,0,0
试金石  ,0,0,1,0,0,0,0,0
走向  ,0,0,1,0,0,0,0,1
饱暖  ,1,0,1,0,0,0,0,0
小人  ,0,1,0,0,0,0,0,0
蛊惑  ,0,1,0,0,0,0,1,0
气节  ,0,0,1,0,0,0,0,0
东山再起  ,0,0,1,0,0,0,0,0
共产主义  ,1,0,1,0,0,0,0,1
不道德  ,0,1,0,0,0,0,1,0
势利眼  ,0,1,0,0,0,0,1,0
回荡  ,0,0,1,0,0,0,0,0
飘泊  ,0,0,0,1,1,0,0,0
重现  ,0,0,1,0,0,0,0,0
遥遥相望  ,0,0,0,1,1,0,0,0
不可捉摸  ,0,0,0,0,1,0,0,0
当作  ,0,0,1,0,0,0,1,0
置身  ,0,0,1,0,0,0,0,0
渴求  ,0,0,0,0,0,0,0,1
雄心  ,0,0,1,0,0,0,0,0
共性  ,0,0,1,0,0,0,0,0
断裂  ,0,1,0,1,0,0,0,0
强奸  ,0,1,0,1,0,0,1,0
赫赫  ,0,0,1,0,0,0,0,0
涵盖  ,0,0,1,0,0,0,0,0
铁杆  ,0,0,1,0,0,0,0,0
无话  ,0,1,0,0,0,0,1,0
共命运  ,1,0,1,0,0,0,0,0
迷误  ,0,1,0,0,0,0,1,0
疑似  ,0,0,0,0,1,0,0,0
猴年马月  ,0,1,0,0,0,0,1,0
荒诞不经  ,0,1,0,0,0,0,1,0
风流韵事  ,0,1,0,0,0,0,1,0
拔高  ,0,0,1,0,0,0,0,0
善罢甘休  ,0,0,0,0,1,0,0,0
勉为其难  ,0,1,0,0,1,0,0,0
面目可憎  ,0,1,0,1,0,0,1,0
媚骨  ,0,0,1,0,0,0,0,0
薄命  ,0,0,0,1,0,0,0,0
骨子里  ,0,0,0,0,0,0,1,0
反讽  ,0,1,0,0,1,0,0,0
世故  ,0,1,0,0,0,0,1,0
假情  ,0,1,0,0,0,0,1,0
老油条  ,0,1,0,0,0,0,1,0
攸关  ,0,0,0,0,1,0,0,0
翻白眼  ,0,1,0,0,0,0,1,0
大发议论  ,0,0,0,0,1,0,0,0
出路  ,0,0,1,0,0,0,0,1
鸡肋  ,0,1,0,0,1,0,0,0
热度  ,0,0,1,0,0,0,0,0
精神抖擞  ,1,0,1,0,0,0,0,0
神气活现  ,1,0,1,0,0,0,0,0
白发苍苍  ,0,0,0,1,1,0,0,0
才俊  ,0,0,1,0,0,0,0,0
救命稻草  ,0,0,1,0,0,0,0,0
恰逢  ,1,0,1,0,0,0,0,0
辞退  ,0,0,0,1,1,0,1,0
割舍  ,0,0,0,1,1,0,0,0
铁饭碗  ,1,0,1,0,0,0,0,0
明志  ,0,0,1,0,0,0,0,0
诚可贵  ,0,0,1,0,0,0,0,0
鬼胎  ,0,1,0,0,0,0,1,0
忠心耿耿  ,1,0,1,0,0,0,0,0
千辛万苦  ,0,0,1,1,1,0,0,0
荒废  ,0,1,0,1,0,0,1,0
惰性  ,0,1,0,0,0,0,1,0
舒坦  ,1,0,1,0,0,0,0,0
号啕大哭  ,0,0,0,1,0,0,0,0
敲响  ,0,0,0,0,1,0,0,0
警钟  ,0,0,0,0,1,0,0,0
谋求  ,0,1,1,0,0,0,0,1
私利  ,0,1,0,0,0,0,1,0
颠鸾倒凤  ,0,1,0,0,0,0,1,0
调戏  ,0,1,0,0,0,0,1,0
猥琐  ,0,1,0,0,0,0,1,0
违法  ,0,1,0,0,1,0,1,0
逍遥  ,1,0,1,0,0,0,0,0
美差  ,1,0,1,0,0,0,0,0
公义  ,1,0,1,0,0,0,0,0
吐沫  ,0,1,0,0,0,0,1,0
驰名  ,1,0,1,0,0,0,0,0
变数  ,0,0,0,0,1,0,0,0
打响  ,0,0,1,0,0,0,0,0
活色生香  ,1,0,1,0,0,0,0,0
只不过  ,0,1,0,0,1,1,0,1
温习  ,0,0,1,0,0,0,0,0
不绝于耳  ,1,1,0,0,1,0,0,0
照旧  ,0,0,1,0,0,0,0,0
发飙  ,0,0,0,0,1,0,1,0
殖民地  ,0,1,0,0,0,0,0,0
叫唤声  ,0,0,0,0,1,0,1,0
不得劲  ,0,1,0,0,1,0,0,0
优胜劣汰  ,0,0,1,0,0,0,0,0
屈辱  ,0,1,0,1,1,0,0,0
叫嚷  ,0,1,0,0,0,0,1,0
奴才  ,0,1,0,1,0,0,0,0
流氓  ,0,1,0,0,0,0,1,0
赢了  ,1,0,1,0,0,0,0,0
打入  ,1,0,1,0,0,0,0,0
金蝉脱壳  ,1,0,1,0,0,0,0,0
清帐  ,0,0,1,0,0,0,0,0
强逼  ,0,1,0,0,0,0,1,0
紧箍咒  ,0,1,0,0,1,0,0,0
追星族  ,0,0,1,0,0,0,0,0
符号  ,0,0,1,0,0,0,0,0
自信心  ,1,0,1,0,0,0,0,0
唱反调  ,0,1,0,0,0,0,1,0
先行者  ,0,0,1,0,0,0,0,0
牵扯  ,0,1,0,1,1,0,0,0
评论  ,0,0,0,0,1,0,0,0
怎奈  ,0,0,0,1,1,0,0,0
理亏  ,0,0,0,0,1,0,1,0
自由主义  ,1,0,1,0,0,0,0,0
灾民  ,0,0,0,1,1,0,0,0
震灾  ,0,1,0,1,0,0,0,0
砸死  ,0,1,0,1,1,0,0,0
勇者  ,1,0,1,0,0,0,0,0
罪犯  ,0,1,0,0,0,0,1,0
大张旗鼓  ,0,0,1,0,0,0,0,0
滑稽  ,1,1,1,1,1,0,1,0
褒扬  ,1,0,1,0,0,0,0,0
开脱  ,0,1,0,0,1,0,0,1
限度  ,0,1,0,0,1,0,0,0
低廉  ,1,0,1,0,0,0,0,0
大行其道  ,0,0,1,0,0,0,0,0
照搬  ,0,1,0,0,0,0,1,0
凸显  ,1,0,1,0,0,0,0,0
如假包换  ,1,0,1,0,0,0,0,0
别出心裁  ,1,0,1,0,0,0,0,0
戏谑  ,0,1,0,0,1,0,0,0
情致  ,1,0,1,0,0,0,0,0
混淆  ,0,1,0,0,1,0,0,0
草根  ,1,1,1,0,0,0,0,0
依存  ,1,0,1,0,0,0,0,0
追捧  ,1,0,1,0,0,0,0,1
尖酸  ,0,1,0,0,0,0,1,0
刻薄  ,0,1,0,0,0,0,1,0
通俗  ,0,1,1,0,1,0,0,0
独特性  ,0,0,1,0,0,0,0,0
寄生  ,0,1,0,0,0,0,0,0
创造性  ,1,0,1,0,0,0,0,0
新的  ,1,0,1,0,0,0,0,0
反叛  ,0,1,0,0,1,0,1,0
霸权  ,0,1,0,0,0,0,1,0
垄断性  ,0,1,0,0,0,0,1,0
特点  ,0,0,1,0,0,0,0,0
过剩  ,0,0,0,1,1,0,0,0
锐减  ,0,0,0,0,1,0,0,0
不得不依赖  ,1,0,1,0,0,0,0,0
正统  ,0,0,1,0,0,0,0,0
土匪  ,0,1,0,0,0,0,0,0
成名  ,1,0,1,0,0,0,0,0
秘方  ,0,0,1,0,0,0,0,0
授予  ,0,0,1,0,0,0,0,0
自学  ,0,0,1,0,0,0,0,0
而立之年  ,0,0,1,0,0,0,0,1
秘诀  ,0,0,1,0,0,0,0,0
起家  ,0,0,1,0,0,0,0,1
敏感性  ,0,0,0,0,1,0,0,0
显示  ,0,0,0,0,0,0,0,1
催眠  ,0,1,0,0,0,0,0,0
自夸  ,1,1,0,0,0,0,0,0
面世  ,1,0,1,0,0,0,0,0
本末倒置  ,0,1,0,0,1,0,0,0
